passenger_id,gender,age_group,state,travel_type,occupation,travel_frequency
P33743,Female,18-25,Andhra Pradesh,Business,Doctor,High
P33744,Male,18-25,Andhra Pradesh,Personal,Teacher,Medium
P33745,Male,36-50,Karnataka,Business,Business Owner,High
P33746,Male,18-25,Karnataka,Personal,Government Employee,Low
P33747,Female,36-50,Tamil Nadu,Personal,Business Owner,High
P33748,Female,50+,Delhi,Personal,Teacher,Medium
P33749,Female,50+,Tamil Nadu,Personal,Teacher,Medium
P33750,Female,50+,Delhi,Personal,Government Employee,High
P33751,Male,50+,Telangana,Business,IT Employee,Medium
P33752,Male,18-25,Maharashtra,Personal,Business Owner,High
P33753,Male,26-35,Maharashtra,Business,Government Employee,Medium
P33754,Female,18-25,Karnataka,Business,Teacher,Medium
P33755,Male,26-35,Andhra Pradesh,Personal,Government Employee,Medium
P33756,Female,50+,Karnataka,Business,Government Employee,Low
P33757,Male,26-35,Telangana,Business,Student,Low
P33758,Female,36-50,Andhra Pradesh,Personal,Government Employee,Low
P33759,Female,18-25,Tamil Nadu,Business,Student,High
P33760,Female,50+,Andhra Pradesh,Personal,IT Employee,Medium
P33761,Female,36-50,Delhi,Personal,Doctor,High
P33762,Male,18-25,Andhra Pradesh,Personal,IT Employee,Medium
P33763,Male,18-25,Karnataka,Personal,Government Employee,High
P33764,Male,36-50,Delhi,Business,Doctor,Low
P33765,Male,36-50,Delhi,Personal,Student,Low
P33766,Female,50+,Andhra Pradesh,Personal,Doctor,High
P33767,Female,18-25,Telangana,Personal,Teacher,Medium
P33768,Female,26-35,Delhi,Personal,IT Employee,Medium
P33769,Male,50+,Maharashtra,Business,Student,Medium
P33770,Male,36-50,Telangana,Business,Doctor,High
P33771,Female,26-35,Andhra Pradesh,Business,IT Employee,High
P33772,Female,50+,Maharashtra,Personal,Student,Medium
P33773,Male,18-25,Telangana,Personal,Teacher,High
P33774,Male,50+,Maharashtra,Personal,Government Employee,High
P33775,Male,18-25,Telangana,Business,Student,Medium
P33776,Female,50+,Telangana,Personal,Business Owner,Low
P33777,Male,18-25,Karnataka,Business,IT Employee,High
P33778,Female,50+,Delhi,Business,Doctor,Low
P33779,Female,18-25,Andhra Pradesh,Personal,IT Employee,High
P33780,Female,36-50,Telangana,Business,Business Owner,High
P33781,Female,36-50,Karnataka,Personal,Teacher,Low
P33782,Male,26-35,Delhi,Business,Government Employee,Low
P33783,Male,18-25,Telangana,Business,Teacher,Low
P33784,Male,18-25,Andhra Pradesh,Business,Business Owner,High
P33785,Male,50+,Karnataka,Business,Business Owner,High
P33786,Female,26-35,Andhra Pradesh,Business,Business Owner,Medium
P33787,Female,50+,Tamil Nadu,Business,Doctor,High
P33788,Male,36-50,Tamil Nadu,Business,Doctor,Low
P33789,Male,50+,Tamil Nadu,Business,Business Owner,High
P33790,Male,50+,Andhra Pradesh,Personal,Business Owner,Medium
P33791,Female,36-50,Maharashtra,Personal,Business Owner,High
P33792,Male,26-35,Andhra Pradesh,Business,Doctor,Low
P33793,Female,18-25,Delhi,Business,Student,Medium
P33794,Male,36-50,Tamil Nadu,Personal,Doctor,Low
P33795,Male,36-50,Telangana,Personal,Student,Medium
P33796,Male,36-50,Delhi,Business,Student,Low
P33797,Male,18-25,Karnataka,Personal,Business Owner,Medium
P33798,Female,18-25,Delhi,Personal,IT Employee,Medium
P33799,Female,26-35,Karnataka,Personal,Business Owner,Low
P33800,Male,50+,Maharashtra,Business,Doctor,High
P33801,Female,36-50,Karnataka,Business,IT Employee,Medium
P33802,Female,26-35,Delhi,Personal,Business Owner,High
P33803,Female,36-50,Karnataka,Business,Student,Medium
P33804,Female,36-50,Andhra Pradesh,Personal,Student,Low
P33805,Male,36-50,Delhi,Business,IT Employee,Low
P33806,Male,26-35,Maharashtra,Business,IT Employee,Low
P33807,Male,18-25,Tamil Nadu,Business,Student,High
P33808,Female,18-25,Delhi,Business,Business Owner,Medium
P33809,Female,18-25,Maharashtra,Business,Business Owner,High
P33810,Female,18-25,Delhi,Personal,Government Employee,Medium
P33811,Female,18-25,Maharashtra,Business,IT Employee,Medium
P33812,Male,18-25,Delhi,Business,Doctor,Medium
P33813,Female,18-25,Maharashtra,Business,Teacher,Low
P33814,Female,26-35,Telangana,Personal,Doctor,Low
P33815,Male,36-50,Maharashtra,Business,Government Employee,High
P33816,Female,36-50,Delhi,Business,IT Employee,High
P33817,Male,18-25,Delhi,Personal,Government Employee,Low
P33818,Female,26-35,Tamil Nadu,Personal,Business Owner,Low
P33819,Male,26-35,Andhra Pradesh,Personal,Business Owner,Medium
P33820,Female,36-50,Tamil Nadu,Business,Government Employee,High
P33821,Female,18-25,Karnataka,Business,Business Owner,Medium
P33822,Male,18-25,Karnataka,Business,Teacher,High
P33823,Male,18-25,Telangana,Personal,Government Employee,Medium
P33824,Male,50+,Tamil Nadu,Personal,Student,High
P33825,Male,26-35,Telangana,Personal,Teacher,Medium
P33826,Male,36-50,Tamil Nadu,Personal,Teacher,Low
P33827,Female,36-50,Delhi,Personal,Business Owner,Low
P33828,Female,50+,Delhi,Personal,Teacher,High
P33829,Male,18-25,Karnataka,Personal,Teacher,Medium
P33830,Male,50+,Andhra Pradesh,Personal,Government Employee,Medium
P33831,Male,36-50,Karnataka,Personal,IT Employee,Low
P33832,Female,18-25,Delhi,Business,Business Owner,Low
P33833,Female,26-35,Telangana,Business,IT Employee,Medium
P33834,Male,26-35,Tamil Nadu,Business,Government Employee,Low
P33835,Male,36-50,Andhra Pradesh,Business,Business Owner,Low
P33836,Male,26-35,Tamil Nadu,Business,Business Owner,Low
P33837,Male,50+,Tamil Nadu,Personal,Student,High
P33838,Female,18-25,Delhi,Personal,Doctor,Medium
P33839,Male,26-35,Telangana,Business,IT Employee,Low
P33840,Female,36-50,Tamil Nadu,Personal,Government Employee,High
P33841,Male,36-50,Maharashtra,Business,Doctor,Low
P33842,Male,36-50,Tamil Nadu,Personal,Student,Medium
P33843,Male,36-50,Andhra Pradesh,Personal,Doctor,Low
P33844,Female,50+,Tamil Nadu,Business,Government Employee,Low
P33845,Male,50+,Karnataka,Business,IT Employee,High
P33846,Male,26-35,Tamil Nadu,Business,Teacher,Medium
P33847,Female,26-35,Karnataka,Personal,IT Employee,Low
P33848,Male,36-50,Delhi,Personal,Business Owner,Medium
P33849,Female,26-35,Telangana,Personal,Student,Low
P33850,Female,18-25,Delhi,Personal,IT Employee,High
P33851,Male,18-25,Telangana,Business,Student,Low
P33852,Male,18-25,Delhi,Business,Teacher,High
P33853,Male,36-50,Andhra Pradesh,Personal,Business Owner,Low
P33854,Male,18-25,Maharashtra,Business,IT Employee,Medium
P33855,Male,36-50,Andhra Pradesh,Personal,Business Owner,High
P33856,Male,36-50,Karnataka,Business,Doctor,Low
P33857,Male,26-35,Karnataka,Personal,IT Employee,High
P33858,Female,26-35,Karnataka,Personal,Teacher,Medium
P33859,Female,18-25,Delhi,Personal,Doctor,Low
P33860,Female,18-25,Karnataka,Personal,Student,Medium
P33861,Female,50+,Tamil Nadu,Business,Doctor,Low
P33862,Female,50+,Delhi,Personal,IT Employee,Medium
P33863,Female,26-35,Karnataka,Business,Student,Low
P33864,Female,36-50,Delhi,Personal,Business Owner,High
P33865,Female,18-25,Delhi,Personal,Teacher,Medium
P33866,Female,50+,Delhi,Business,IT Employee,Medium
P33867,Male,18-25,Tamil Nadu,Business,Student,High
P33868,Female,50+,Tamil Nadu,Personal,Student,High
P33869,Female,36-50,Karnataka,Business,Business Owner,High
P33870,Male,18-25,Telangana,Business,Government Employee,High
P33871,Male,26-35,Tamil Nadu,Personal,Student,Low
P33872,Male,26-35,Delhi,Business,Business Owner,Medium
P33873,Female,36-50,Tamil Nadu,Business,IT Employee,High
P33874,Female,50+,Tamil Nadu,Business,Government Employee,Medium
P33875,Male,50+,Telangana,Personal,Student,High
P33876,Male,18-25,Delhi,Business,Business Owner,High
P33877,Female,26-35,Delhi,Business,IT Employee,Medium
P33878,Female,36-50,Tamil Nadu,Business,Government Employee,Low
P33879,Female,50+,Telangana,Business,Doctor,High
P33880,Male,50+,Karnataka,Business,IT Employee,Medium
P33881,Male,50+,Telangana,Business,IT Employee,High
P33882,Female,26-35,Andhra Pradesh,Personal,Student,Low
P33883,Female,18-25,Telangana,Business,Business Owner,Medium
P33884,Male,18-25,Andhra Pradesh,Business,Teacher,High
P33885,Male,26-35,Andhra Pradesh,Personal,Government Employee,High
P33886,Male,26-35,Telangana,Business,Doctor,Medium
P33887,Female,50+,Tamil Nadu,Business,Teacher,High
P33888,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P33889,Female,18-25,Telangana,Business,Student,Medium
P33890,Female,50+,Telangana,Business,Doctor,Low
P33891,Male,50+,Delhi,Business,Doctor,Low
P33892,Female,36-50,Delhi,Business,Teacher,Low
P33893,Male,50+,Tamil Nadu,Personal,Student,Low
P33894,Male,50+,Karnataka,Business,IT Employee,Low
P33895,Female,18-25,Karnataka,Business,Doctor,High
P33896,Female,50+,Karnataka,Personal,Doctor,Medium
P33897,Female,18-25,Andhra Pradesh,Personal,Government Employee,Low
P33898,Female,18-25,Delhi,Personal,Student,High
P33899,Male,50+,Delhi,Business,Business Owner,Low
P33900,Male,50+,Delhi,Business,Government Employee,Low
P33901,Male,50+,Maharashtra,Business,IT Employee,High
P33902,Female,36-50,Karnataka,Business,Doctor,High
P33903,Male,26-35,Telangana,Personal,IT Employee,Medium
P33904,Male,50+,Andhra Pradesh,Personal,Business Owner,Low
P33905,Female,50+,Delhi,Personal,IT Employee,High
P33906,Female,50+,Maharashtra,Personal,Student,Low
P33907,Male,26-35,Delhi,Business,Doctor,Medium
P33908,Male,50+,Tamil Nadu,Business,IT Employee,High
P33909,Male,36-50,Tamil Nadu,Business,Government Employee,Medium
P33910,Male,26-35,Delhi,Personal,Teacher,High
P33911,Male,26-35,Delhi,Personal,Student,Low
P33912,Female,36-50,Karnataka,Personal,Business Owner,High
P33913,Male,18-25,Karnataka,Personal,Business Owner,Low
P33914,Male,36-50,Andhra Pradesh,Business,Business Owner,Low
P33915,Male,50+,Andhra Pradesh,Personal,Doctor,Medium
P33916,Male,18-25,Tamil Nadu,Personal,Teacher,Low
P33917,Female,50+,Delhi,Personal,IT Employee,High
P33918,Male,50+,Andhra Pradesh,Personal,Student,Medium
P33919,Female,50+,Maharashtra,Personal,Government Employee,Low
P33920,Female,18-25,Karnataka,Personal,Doctor,Low
P33921,Female,18-25,Tamil Nadu,Personal,Student,Low
P33922,Male,36-50,Maharashtra,Business,Teacher,Medium
P33923,Female,50+,Andhra Pradesh,Business,Student,High
P33924,Male,18-25,Delhi,Personal,Student,Low
P33925,Male,36-50,Karnataka,Personal,Government Employee,Medium
P33926,Female,26-35,Telangana,Personal,Teacher,High
P33927,Female,26-35,Andhra Pradesh,Personal,Doctor,Medium
P33928,Male,36-50,Andhra Pradesh,Business,IT Employee,High
P33929,Male,50+,Maharashtra,Personal,Government Employee,Medium
P33930,Male,26-35,Maharashtra,Personal,Student,Medium
P33931,Female,26-35,Delhi,Business,Doctor,Low
P33932,Female,18-25,Maharashtra,Personal,Government Employee,High
P33933,Female,26-35,Karnataka,Business,Government Employee,Low
P33934,Female,36-50,Telangana,Personal,Teacher,Medium
P33935,Male,50+,Tamil Nadu,Personal,IT Employee,Low
P33936,Female,26-35,Tamil Nadu,Business,IT Employee,Low
P33937,Male,18-25,Karnataka,Business,Student,High
P33938,Male,50+,Tamil Nadu,Business,Business Owner,High
P33939,Female,50+,Delhi,Personal,Teacher,Low
P33940,Female,26-35,Telangana,Business,Student,Low
P33941,Female,26-35,Telangana,Business,Student,Medium
P33942,Female,18-25,Delhi,Business,IT Employee,Medium
P33943,Female,50+,Karnataka,Business,Doctor,High
P33944,Male,18-25,Karnataka,Business,IT Employee,Low
P33945,Male,18-25,Telangana,Business,Doctor,Low
P33946,Female,26-35,Karnataka,Business,Teacher,Medium
P33947,Male,18-25,Telangana,Business,Business Owner,Medium
P33948,Male,26-35,Telangana,Personal,Student,Medium
P33949,Female,26-35,Tamil Nadu,Business,Student,High
P33950,Male,18-25,Maharashtra,Business,Student,Medium
P33951,Female,36-50,Maharashtra,Business,Teacher,Low
P33952,Female,18-25,Karnataka,Personal,Student,Medium
P33953,Female,26-35,Maharashtra,Business,Doctor,High
P33954,Female,50+,Andhra Pradesh,Business,Government Employee,Low
P33955,Female,36-50,Maharashtra,Personal,Business Owner,Low
P33956,Female,18-25,Telangana,Business,Business Owner,Low
P33957,Female,26-35,Karnataka,Business,Doctor,High
P33958,Female,26-35,Tamil Nadu,Business,Doctor,Low
P33959,Female,18-25,Tamil Nadu,Business,Business Owner,Medium
P33960,Male,18-25,Telangana,Personal,Government Employee,High
P33961,Female,50+,Tamil Nadu,Business,Doctor,Medium
P33962,Female,36-50,Maharashtra,Business,Doctor,Low
P33963,Female,36-50,Maharashtra,Business,Doctor,Medium
P33964,Male,26-35,Maharashtra,Personal,IT Employee,Medium
P33965,Female,50+,Karnataka,Personal,IT Employee,Low
P33966,Female,50+,Telangana,Personal,IT Employee,Medium
P33967,Male,26-35,Tamil Nadu,Personal,Government Employee,High
P33968,Female,18-25,Andhra Pradesh,Personal,Doctor,High
P33969,Female,36-50,Tamil Nadu,Business,Doctor,High
P33970,Female,50+,Maharashtra,Business,Business Owner,Low
P33971,Female,18-25,Delhi,Personal,Doctor,High
P33972,Female,18-25,Tamil Nadu,Business,Doctor,High
P33973,Male,18-25,Maharashtra,Personal,IT Employee,High
P33974,Female,36-50,Maharashtra,Personal,Government Employee,High
P33975,Female,18-25,Karnataka,Personal,Teacher,Medium
P33976,Female,50+,Tamil Nadu,Business,Doctor,Low
P33977,Female,18-25,Tamil Nadu,Business,Business Owner,High
P33978,Male,18-25,Tamil Nadu,Personal,Doctor,Medium
P33979,Female,18-25,Telangana,Business,Doctor,Medium
P33980,Male,18-25,Karnataka,Business,Doctor,Medium
P33981,Female,26-35,Tamil Nadu,Personal,Business Owner,Low
P33982,Female,50+,Maharashtra,Business,Doctor,Low
P33983,Male,18-25,Delhi,Personal,Government Employee,High
P33984,Female,26-35,Delhi,Personal,Teacher,Low
P33985,Female,36-50,Telangana,Business,Government Employee,High
P33986,Male,36-50,Karnataka,Personal,IT Employee,Medium
P33987,Male,50+,Telangana,Personal,Student,High
P33988,Male,18-25,Karnataka,Personal,Doctor,Medium
P33989,Female,26-35,Maharashtra,Business,Doctor,High
P33990,Female,26-35,Delhi,Personal,Student,Medium
P33991,Female,18-25,Tamil Nadu,Business,IT Employee,High
P33992,Female,36-50,Maharashtra,Personal,Teacher,Medium
P33993,Female,36-50,Andhra Pradesh,Personal,Government Employee,Medium
P33994,Male,18-25,Andhra Pradesh,Personal,IT Employee,High
P33995,Female,36-50,Tamil Nadu,Business,Teacher,Medium
P33996,Male,18-25,Delhi,Personal,IT Employee,High
P33997,Male,50+,Tamil Nadu,Personal,Doctor,High
P33998,Female,26-35,Telangana,Personal,Government Employee,Low
P33999,Female,36-50,Delhi,Business,Doctor,High
P34000,Female,50+,Andhra Pradesh,Business,Doctor,High
P34001,Male,26-35,Andhra Pradesh,Personal,IT Employee,Medium
P34002,Female,26-35,Telangana,Personal,IT Employee,Medium
P34003,Female,18-25,Maharashtra,Business,Business Owner,Low
P34004,Female,50+,Delhi,Personal,Business Owner,Medium
P34005,Female,36-50,Andhra Pradesh,Business,Student,Medium
P34006,Male,50+,Telangana,Personal,Business Owner,Medium
P34007,Male,50+,Delhi,Business,Government Employee,Low
P34008,Female,50+,Andhra Pradesh,Personal,Business Owner,Low
P34009,Female,18-25,Maharashtra,Personal,Government Employee,Medium
P34010,Male,26-35,Karnataka,Personal,Teacher,Medium
P34011,Female,36-50,Andhra Pradesh,Personal,Student,Low
P34012,Male,36-50,Maharashtra,Business,Teacher,High
P34013,Male,26-35,Andhra Pradesh,Personal,Student,Medium
P34014,Female,26-35,Telangana,Personal,Student,High
P34015,Female,18-25,Delhi,Business,IT Employee,Medium
P34016,Male,50+,Karnataka,Business,Government Employee,Medium
P34017,Female,50+,Andhra Pradesh,Personal,Business Owner,Medium
P34018,Female,50+,Maharashtra,Business,IT Employee,Medium
P34019,Male,18-25,Tamil Nadu,Personal,Doctor,Medium
P34020,Female,36-50,Maharashtra,Business,Student,High
P34021,Male,26-35,Delhi,Personal,IT Employee,Medium
P34022,Male,50+,Maharashtra,Personal,Government Employee,High
P34023,Male,36-50,Delhi,Personal,Student,Medium
P34024,Male,50+,Karnataka,Personal,Doctor,High
P34025,Female,18-25,Delhi,Business,IT Employee,Low
P34026,Female,50+,Karnataka,Business,Government Employee,Medium
P34027,Female,26-35,Maharashtra,Personal,Business Owner,High
P34028,Male,26-35,Telangana,Business,Student,Low
P34029,Female,50+,Andhra Pradesh,Personal,Business Owner,High
P34030,Female,50+,Andhra Pradesh,Personal,Government Employee,Medium
P34031,Male,36-50,Telangana,Personal,Government Employee,Low
P34032,Female,50+,Tamil Nadu,Personal,Student,High
P34033,Male,50+,Telangana,Business,Government Employee,High
P34034,Female,50+,Telangana,Business,Student,High
P34035,Female,50+,Telangana,Personal,IT Employee,Medium
P34036,Male,18-25,Telangana,Personal,Doctor,Medium
P34037,Female,36-50,Delhi,Personal,Student,Medium
P34038,Female,36-50,Maharashtra,Personal,Business Owner,Medium
P34039,Male,18-25,Maharashtra,Business,Student,Low
P34040,Male,18-25,Maharashtra,Personal,Teacher,Medium
P34041,Female,36-50,Telangana,Business,Student,Low
P34042,Male,36-50,Andhra Pradesh,Business,Doctor,Low
P34043,Female,36-50,Andhra Pradesh,Personal,IT Employee,Medium
P34044,Female,36-50,Andhra Pradesh,Business,IT Employee,High
P34045,Male,36-50,Tamil Nadu,Business,Teacher,Medium
P34046,Male,26-35,Andhra Pradesh,Personal,Student,Low
P34047,Female,36-50,Telangana,Personal,Student,Low
P34048,Female,26-35,Maharashtra,Business,Government Employee,High
P34049,Male,18-25,Karnataka,Business,Student,Low
P34050,Male,18-25,Tamil Nadu,Personal,Student,Medium
P34051,Male,50+,Delhi,Personal,Teacher,Low
P34052,Female,50+,Delhi,Personal,Teacher,Low
P34053,Female,18-25,Karnataka,Business,Business Owner,High
P34054,Male,36-50,Delhi,Personal,Doctor,Low
P34055,Male,26-35,Telangana,Business,Doctor,Medium
P34056,Male,50+,Tamil Nadu,Business,Student,High
P34057,Female,18-25,Karnataka,Business,Government Employee,Medium
P34058,Female,26-35,Andhra Pradesh,Personal,Student,Medium
P34059,Female,36-50,Delhi,Personal,Student,Low
P34060,Female,26-35,Maharashtra,Business,Student,High
P34061,Female,50+,Karnataka,Business,IT Employee,Medium
P34062,Female,36-50,Tamil Nadu,Personal,Student,Low
P34063,Female,50+,Telangana,Personal,IT Employee,High
P34064,Female,36-50,Delhi,Business,Teacher,Medium
P34065,Male,36-50,Delhi,Personal,Student,Low
P34066,Male,50+,Delhi,Business,Doctor,Medium
P34067,Female,50+,Tamil Nadu,Business,Teacher,Medium
P34068,Female,50+,Maharashtra,Business,Student,High
P34069,Male,36-50,Karnataka,Business,Teacher,High
P34070,Female,36-50,Tamil Nadu,Business,Government Employee,High
P34071,Female,36-50,Telangana,Business,Doctor,Low
P34072,Male,50+,Maharashtra,Personal,IT Employee,Low
P34073,Female,18-25,Delhi,Personal,Business Owner,Medium
P34074,Female,26-35,Karnataka,Business,IT Employee,High
P34075,Male,36-50,Tamil Nadu,Personal,Student,Low
P34076,Male,36-50,Karnataka,Personal,IT Employee,Low
P34077,Male,26-35,Karnataka,Business,Business Owner,High
P34078,Male,50+,Tamil Nadu,Business,IT Employee,High
P34079,Male,50+,Maharashtra,Business,Student,Low
P34080,Male,26-35,Telangana,Personal,Teacher,Medium
P34081,Male,18-25,Telangana,Business,Business Owner,High
P34082,Male,18-25,Karnataka,Business,Teacher,High
P34083,Female,50+,Tamil Nadu,Personal,Business Owner,High
P34084,Female,36-50,Telangana,Personal,Teacher,High
P34085,Female,18-25,Andhra Pradesh,Personal,Teacher,High
P34086,Female,26-35,Tamil Nadu,Personal,Government Employee,Low
P34087,Male,36-50,Tamil Nadu,Business,Student,High
P34088,Male,36-50,Delhi,Business,IT Employee,High
P34089,Female,36-50,Tamil Nadu,Business,IT Employee,Medium
P34090,Female,18-25,Karnataka,Personal,Business Owner,High
P34091,Female,18-25,Maharashtra,Business,Government Employee,High
P34092,Female,18-25,Delhi,Business,Student,High
P34093,Male,18-25,Tamil Nadu,Business,Business Owner,High
P34094,Male,26-35,Karnataka,Personal,Government Employee,Low
P34095,Male,18-25,Andhra Pradesh,Business,Student,Low
P34096,Female,26-35,Andhra Pradesh,Business,Government Employee,Medium
P34097,Male,50+,Tamil Nadu,Personal,IT Employee,Low
P34098,Female,50+,Karnataka,Business,Government Employee,Medium
P34099,Male,18-25,Maharashtra,Personal,Doctor,Low
P34100,Female,18-25,Andhra Pradesh,Personal,Student,Low
P34101,Female,50+,Andhra Pradesh,Personal,Business Owner,Medium
P34102,Female,18-25,Telangana,Business,Government Employee,High
P34103,Male,26-35,Karnataka,Personal,IT Employee,Medium
P34104,Male,36-50,Andhra Pradesh,Personal,Student,Low
P34105,Male,18-25,Karnataka,Business,Student,High
P34106,Female,26-35,Tamil Nadu,Personal,Teacher,Medium
P34107,Male,50+,Telangana,Personal,Student,Low
P34108,Male,26-35,Karnataka,Business,Doctor,High
P34109,Male,36-50,Tamil Nadu,Personal,Business Owner,Medium
P34110,Male,50+,Delhi,Business,Business Owner,Low
P34111,Female,36-50,Delhi,Business,Student,Low
P34112,Male,26-35,Tamil Nadu,Business,Government Employee,Low
P34113,Female,36-50,Andhra Pradesh,Business,IT Employee,High
P34114,Male,18-25,Andhra Pradesh,Personal,Student,Low
P34115,Female,36-50,Tamil Nadu,Business,IT Employee,Low
P34116,Female,36-50,Karnataka,Business,Student,Low
P34117,Female,50+,Karnataka,Personal,IT Employee,High
P34118,Male,26-35,Tamil Nadu,Business,Teacher,Medium
P34119,Female,36-50,Delhi,Business,IT Employee,Low
P34120,Female,18-25,Telangana,Business,Government Employee,High
P34121,Female,36-50,Telangana,Personal,Government Employee,Low
P34122,Female,18-25,Maharashtra,Personal,Doctor,High
P34123,Female,26-35,Karnataka,Business,Student,High
P34124,Male,18-25,Maharashtra,Personal,Teacher,Low
P34125,Male,26-35,Tamil Nadu,Business,Business Owner,Medium
P34126,Male,18-25,Delhi,Personal,Student,Medium
P34127,Female,50+,Andhra Pradesh,Personal,IT Employee,High
P34128,Male,26-35,Andhra Pradesh,Business,Doctor,High
P34129,Female,50+,Delhi,Business,Doctor,Medium
P34130,Male,50+,Maharashtra,Personal,Government Employee,Medium
P34131,Female,26-35,Maharashtra,Business,IT Employee,High
P34132,Female,18-25,Andhra Pradesh,Business,Doctor,High
P34133,Female,18-25,Andhra Pradesh,Business,Government Employee,High
P34134,Male,18-25,Telangana,Personal,Doctor,High
P34135,Male,50+,Maharashtra,Personal,Government Employee,Low
P34136,Female,26-35,Maharashtra,Business,Student,Medium
P34137,Female,18-25,Tamil Nadu,Personal,Government Employee,High
P34138,Female,50+,Karnataka,Personal,Business Owner,High
P34139,Male,26-35,Maharashtra,Personal,IT Employee,High
P34140,Male,50+,Karnataka,Personal,Student,Medium
P34141,Male,26-35,Tamil Nadu,Personal,Government Employee,High
P34142,Female,36-50,Delhi,Business,Business Owner,Medium
P34143,Male,50+,Tamil Nadu,Personal,IT Employee,Low
P34144,Female,26-35,Karnataka,Business,Teacher,High
P34145,Male,50+,Andhra Pradesh,Personal,IT Employee,High
P34146,Female,26-35,Karnataka,Business,Student,Medium
P34147,Male,18-25,Tamil Nadu,Business,IT Employee,Low
P34148,Female,18-25,Telangana,Personal,Government Employee,Medium
P34149,Female,50+,Maharashtra,Personal,IT Employee,Low
P34150,Female,36-50,Andhra Pradesh,Business,Teacher,Medium
P34151,Female,50+,Maharashtra,Business,Business Owner,Low
P34152,Male,50+,Andhra Pradesh,Personal,Government Employee,High
P34153,Female,26-35,Maharashtra,Personal,Doctor,Medium
P34154,Female,26-35,Maharashtra,Personal,Government Employee,Medium
P34155,Male,50+,Karnataka,Business,Teacher,Medium
P34156,Female,18-25,Tamil Nadu,Business,Government Employee,Medium
P34157,Female,36-50,Telangana,Personal,Student,High
P34158,Female,36-50,Karnataka,Business,Government Employee,High
P34159,Male,18-25,Delhi,Personal,Student,Low
P34160,Female,18-25,Tamil Nadu,Personal,Teacher,Low
P34161,Female,36-50,Tamil Nadu,Personal,IT Employee,Medium
P34162,Female,50+,Delhi,Business,Government Employee,High
P34163,Female,18-25,Karnataka,Business,IT Employee,High
P34164,Female,36-50,Telangana,Personal,Business Owner,Medium
P34165,Male,36-50,Maharashtra,Business,Student,Low
P34166,Female,18-25,Karnataka,Business,Teacher,Medium
P34167,Male,18-25,Telangana,Business,Government Employee,Medium
P34168,Male,50+,Tamil Nadu,Personal,Teacher,High
P34169,Female,36-50,Telangana,Personal,Student,Medium
P34170,Male,36-50,Delhi,Personal,Teacher,Low
P34171,Male,18-25,Tamil Nadu,Business,IT Employee,High
P34172,Female,36-50,Andhra Pradesh,Personal,Business Owner,Medium
P34173,Male,36-50,Tamil Nadu,Personal,Teacher,Medium
P34174,Female,50+,Telangana,Personal,Government Employee,High
P34175,Female,26-35,Telangana,Personal,Government Employee,High
P34176,Female,50+,Delhi,Business,IT Employee,Low
P34177,Female,50+,Karnataka,Personal,Student,Medium
P34178,Male,50+,Telangana,Personal,Student,Low
P34179,Male,26-35,Andhra Pradesh,Personal,IT Employee,Low
P34180,Female,26-35,Delhi,Personal,Government Employee,Low
P34181,Male,26-35,Karnataka,Business,Student,High
P34182,Male,50+,Maharashtra,Business,Teacher,High
P34183,Male,50+,Maharashtra,Personal,Student,Low
P34184,Female,36-50,Telangana,Personal,Teacher,Medium
P34185,Female,26-35,Maharashtra,Business,Government Employee,High
P34186,Female,36-50,Tamil Nadu,Personal,Student,High
P34187,Male,18-25,Delhi,Business,IT Employee,High
P34188,Female,50+,Telangana,Personal,Business Owner,High
P34189,Female,18-25,Maharashtra,Personal,Teacher,Low
P34190,Male,50+,Andhra Pradesh,Business,Doctor,Low
P34191,Male,36-50,Maharashtra,Business,Doctor,Low
P34192,Female,26-35,Delhi,Personal,Business Owner,Low
P34193,Male,50+,Delhi,Personal,Teacher,Medium
P34194,Female,26-35,Delhi,Personal,Student,Medium
P34195,Male,36-50,Andhra Pradesh,Personal,Teacher,Medium
P34196,Male,18-25,Telangana,Personal,Teacher,Low
P34197,Female,50+,Tamil Nadu,Personal,Government Employee,Medium
P34198,Male,26-35,Andhra Pradesh,Business,Student,High
P34199,Male,18-25,Andhra Pradesh,Business,Student,Low
P34200,Male,36-50,Tamil Nadu,Personal,IT Employee,High
P34201,Female,26-35,Andhra Pradesh,Personal,Doctor,Medium
P34202,Male,50+,Karnataka,Business,Business Owner,Low
P34203,Male,18-25,Karnataka,Personal,IT Employee,Medium
P34204,Female,26-35,Andhra Pradesh,Personal,Teacher,High
P34205,Male,26-35,Maharashtra,Personal,Doctor,Medium
P34206,Female,26-35,Andhra Pradesh,Business,Business Owner,High
P34207,Female,26-35,Telangana,Personal,Teacher,Low
P34208,Male,18-25,Maharashtra,Personal,IT Employee,Low
P34209,Female,50+,Andhra Pradesh,Personal,Teacher,High
P34210,Female,18-25,Telangana,Personal,Government Employee,High
P34211,Male,18-25,Telangana,Business,Government Employee,High
P34212,Male,36-50,Andhra Pradesh,Personal,Doctor,High
P34213,Male,36-50,Telangana,Personal,Student,Medium
P34214,Male,36-50,Tamil Nadu,Personal,IT Employee,Low
P34215,Female,50+,Andhra Pradesh,Business,Government Employee,High
P34216,Male,26-35,Andhra Pradesh,Personal,Teacher,High
P34217,Female,18-25,Delhi,Business,Student,Low
P34218,Male,26-35,Telangana,Business,Teacher,Medium
